105736,244963,,
221451,169116,,
217527,106174,,
130234,279307,,
207619,147893,,
208056,143094,,
211753,135953,,
189789,133256,,
193511,138982,,
220863,128881,,
230445,129063,,
115269,234031,,
199431,156061,,
